"No","NOMOR_PBK","TGL_DOKUMEN","TGL_BERLAKU","JUMLAH_PBK","CURRENCY_PBK","TIPE_PBK","FG_STATUS","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","KPPADM_LB","NPWP","KPP","CAB","NAMA","MAP","KD SETOR","MASA PAJAK","TAHUN PAJAK","NO PROD HUKUM","KPPADM_KB","NTPN"
"438","PBK-00160/I/WPJ.20/KP.0703/2022","20220113","20180807","1,197,833","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2018","","007","B9F731PIE0AH029L"
"439","PBK-00161/I/WPJ.20/KP.0703/2022","20220113","20200508","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","","007","057AF0T3B650TASF"
"440","PBK-00162/I/WPJ.20/KP.0703/2022","20220113","20200610","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","","007","0AC3C67KD6BAN8TP"
"441","PBK-00163/I/WPJ.20/KP.0703/2022","20220113","20200610","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","","007","485BE00LUCAK0MH4"
"442","PBK-00164/I/WPJ.20/KP.0703/2022","20220113","20200715","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","","007","4D9242LUGTKG9795"
"443","PBK-00165/I/WPJ.20/KP.0703/2022","20220113","20190710","3,302,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","A49FC2LN4VNEMA95"
"444","PBK-00166/I/WPJ.20/KP.0703/2022","20220113","20190610","2,734,091","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","38AF0528CNFHJ2N5"
"445","PBK-00167/I/WPJ.20/KP.0703/2022","20220113","20190509","568,182","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","BDFA012N4P62LMCL"
"446","PBK-00168/I/WPJ.20/KP.0703/2022","20220113","20220106","406,533","IDR","MASA","SETUJU","030152896","009","000","HARBARINDO MEGATAMA","411124","100","12","2021","007","030152896","009","000","HARBARINDO MEGATAMA","411124","104","12","2021","","007","269B82M04SCAI189"
"447","PBK-00169/I/WPJ.20/KP.0703/2022","20220113","20220107","12,043,445","IDR","MASA","SETUJU","030152896","009","000","HARBARINDO MEGATAMA","411124","100","12","2021","007","030152896","009","000","HARBARINDO MEGATAMA","411124","102","12","2021","","007","E345F5B8KC914R6M"
"448","PBK-00170/I/WPJ.20/KP.0703/2022","20220113","20181210","9,090,909","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","A3CA05R44QOMB3R5"
"449","PBK-00118/I/WPJ.20/KP.0703/2022","20220111","20210226","1,715,047","IDR","KIRIM","SETUJU","316771872","003","000","MITSUBISHI MOTORS KRAMA YUDHA SALES INDONESIA","411211","920","2","2021","007","016672552","701","000","GEMILANG BERLIAN INDAH","411211","920","2","2021","","704","842390T46KHE4ABJ"
"450","PBK-00119/I/WPJ.20/KP.0703/2022","20220111","20210226","211,320","IDR","KIRIM","SETUJU","316771872","003","000","MITSUBISHI MOTORS KRAMA YUDHA SALES INDONESIA","411122","920","2","2021","007","016672552","701","000","GEMILANG BERLIAN INDAH","411122","920","2","2021","","704","FFC3B0T46KHENVBG"
"451","PBK-00120/I/WPJ.20/KP.0703/2022","20220111","20190808","750,000","IDR","KIRIM","SETUJU","031652548","002","000","SENTRA PRIMER SOLUSINDO","411128","423","7","2019","007","717685697","002","000","BINTANG SUKSES","411128","423","7","2019","","002","B796D1PCAVQGL2GP"
"452","PBK-00121/I/WPJ.20/KP.0703/2022","20220111","20200409","885,795","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","","007","BBEAC3IBNL2GTG80"
"453","PBK-00122/I/WPJ.20/KP.0703/2022","20220111","20200310","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","","007","2095E4EP4E92QF2V"
"454","PBK-00123/I/WPJ.20/KP.0703/2022","20220111","20200409","1,590,909","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","","007","45D131PGNVTM9HLM"
"455","PBK-00124/I/WPJ.20/KP.0703/2022","20220111","20200310","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","","007","99DDD80F3OIK7O9V"
"456","PBK-00125/I/WPJ.20/KP.0703/2022","20220111","20200211","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","","007","343784EP1E9MLFJV"
"457","PBK-00126/I/WPJ.20/KP.0703/2022","20220111","20200211","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","","007","E72935B6H8S2RTHQ"
"458","PBK-00127/I/WPJ.20/KP.0703/2022","20220111","20200114","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","","007","ABC0E5B6E8SSIF22"
"459","PBK-00128/I/WPJ.20/KP.0703/2022","20220111","20191210","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","","007","08EFC5B6B6DUGDM6"
"460","PBK-00129/I/WPJ.20/KP.0703/2022","20220111","20191210","1,704,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","","007","315E967JR10AKDGL"
"461","PBK-00130/I/WPJ.20/KP.0703/2022","20220111","20191114","772,159","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","1093967JO0H4E8BK"
"462","PBK-00110/I/WPJ.20/KP.0703/2022","20220110","20211210","11,478,382","IDR","MASA","SETUJU","026760025","003","000","INAURA ANUGERAH","411126","100","11","2021","007","026760025","003","000","INAURA ANUGERAH","411126","100","12","2021","","007","127784ER1D89E89R"
"463","PBK-00111/I/WPJ.20/KP.0703/2022","20220110","20211215","11,478,382","IDR","MASA","SETUJU","026760025","003","000","INAURA ANUGERAH","411126","100","11","2021","007","026760025","003","000","INAURA ANUGERAH","411126","100","1","2022","","007","CB24980H0OHQ4VVV"
"464","PBK-00112/I/WPJ.20/KP.0703/2022","20220110","20210510","5,012,800","IDR","MASA","SETUJU","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411124","104","4","2021","007","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411124","104","1","2022","","007","7D87A2LVFB8U0DIO"
"465","PBK-00113/I/WPJ.20/KP.0703/2022","20220110","20210412","270,608,216","IDR","MASA","SETUJU","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411127","104","3","2021","007","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411211","100","1","2022","","007","B7FFE5B7RPH557L2"
"466","PBK-00114/I/WPJ.20/KP.0703/2022","20220110","20210412","65,936,000","IDR","MASA","SETUJU","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411124","104","3","2021","007","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411211","100","1","2022","","007","8FC3F1PHSF5NPAT1"
"467","PBK-00115/I/WPJ.20/KP.0703/2022","20220110","20210709","32,000","IDR","MASA","SETUJU","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411124","104","6","2021","007","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411124","104","1","2022","","007","5D30A0T4LNCH197U"
"468","PBK-00116/I/WPJ.20/KP.0703/2022","20220110","20210702","8,685,340","IDR","MASA","SETUJU","029985298","004","000","KARYAWAN PT.ASTRA AGRO LESTARI","411128","419","7","2021","007","029985298","004","000","KARYAWAN PT.ASTRA AGRO LESTARI","411126","100","12","2021","","007","AFD567434G6O649K"
"469","PBK-00117/I/WPJ.20/KP.0703/2022","20220110","20211109","27,000","IDR","MASA","SETUJU","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411128","403","10","2021","007","030792592","009","000","LOTTE DATA COMMUNICATION INDONESIA","411128","403","1","2022","","007","77F074EQU94UJI9F"
"470","PBK-00103/I/WPJ.20/KP.0703/2022","20220107","20210708","30,031,100","IDR","MASA","SETUJU","019348408","007","000","MEGATAMA MANDIRI","411124","100","6","2021","007","019348408","007","000","MEGATAMA MANDIRI","411128","405","6","2021","","007","E845D80GKBN8HQUN"
"471","PBK-00104/I/WPJ.20/KP.0703/2022","20220107","20211230","182,129,144","IDR","MASA","SETUJU","023129919","006","000","REDJO TECNICH","411211","100","12","2021","007","023129919","006","000","REDJO TECNICH","411211","100","11","2021","","007","1AC68743H2EGRKMG"
"472","PBK-00105/I/WPJ.20/KP.0703/2022","20220107","20210708","104,203,398","IDR","KIRIM","SETUJU","000000000","007","000","MUNDIPHARMA B.V","411211","102","6","2021","007","000000000","097","000","MUNDIPHARMA B.V","411211","102","6","2021","","097","8752280GKBH55827"
"473","PBK-00106/I/WPJ.20/KP.0703/2022","20220107","20211228","38,260,000","IDR","MASA","SETUJU","660906173","006","000","MITRA BAKTI UT","411128","409","12","2021","007","660906173","006","000","MITRA BAKTI UT","411211","100","12","2021","","007","E08204ER1HIQI217"
"474","PBK-00107/I/WPJ.20/KP.0703/2022","20220107","20211210","35,784,540","IDR","MASA","SETUJU","660906173","006","000","MITRA BAKTI UT","411126","100","11","2021","007","660906173","006","000","MITRA BAKTI UT","411126","100","12","2021","","007","04FB44ER1D6FGQMV"
"475","PBK-00108/I/WPJ.20/KP.0703/2022","20220107","20210610","16,563,451","IDR","MASA","SETUJU","029986346","004","000","BINTANG INTER GLOBAL","411126","100","5","2021","007","029986346","004","000","BINTANG INTER GLOBAL","411126","100","4","2021","","007","87EA30T4IMK8CK4F"
"476","PBK-00109/I/WPJ.20/KP.0703/2022","20220107","20211110","129,538,197","IDR","MASA","SETUJU","029027000","007","000","LOTTE MART INDONESIA","411127","103","10","2021","007","029027000","007","000","LOTTE MART INDONESIA","411127","103","4","2021","","007","A797076UCCSH5B2S"
"477","PBK-00101/I/WPJ.20/KP.0703/2022","20220105","20190409","994,318","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","","007","D544D44G2M7OEJQL"
"478","PBK-00102/I/WPJ.20/KP.0703/2022","20220105","20200508","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2020","","007","3D1C567KA5KE2S99"
"479","PBK-00070/I/WPJ.20/KP.0703/2022","20220104","20211227","150,000","IDR","MASA","SETUJU","026551911","008","000","GEMILANG KARUNIA TAMA","411212","100","6","2021","007","026551911","008","000","GEMILANG KARUNIA TAMA","411211","100","6","2021","","007","423C63IDHMN4PPN8"
"480","PBK-00071/I/WPJ.20/KP.0703/2022","20220104","20210709","2,000,000","IDR","MASA","SETUJU","026551911","008","000","GEMILANG KARUNIA TAMA","411124","100","6","2021","007","026551911","008","000","GEMILANG KARUNIA TAMA","411128","409","2","2022","","007","8B6111PI5I4VLMM0"
"481","PBK-00072/I/WPJ.20/KP.0703/2022","20220104","20191210","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2019","","007","D556E1PGBS6ID33A"
"482","PBK-00073/I/WPJ.20/KP.0703/2022","20220104","20200114","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2019","","007","9A37180ETOKVMF2J"
"483","PBK-00074/I/WPJ.20/KP.0703/2022","20220104","20211210","12,003,425","IDR","MASA","SETUJU","021911243","043","000","MEMIONTEC INDONESIA","411127","100","11","2021","007","021911243","043","000","MEMIONTEC INDONESIA","411127","102","11","2021","","007","F7C84743GSQC19TS"
"484","PBK-00075/I/WPJ.20/KP.0703/2022","20220104","20181210","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","C41B25Q86OHBB3R5"
"485","PBK-00076/I/WPJ.20/KP.0703/2022","20220104","20190110","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","12","2018","","007","AFD193IIVP89B7T5"
"486","PBK-00077/I/WPJ.20/KP.0703/2022","20220104","20210713","595,238","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2021","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2021","","007","16A450VVHR39LJMV"
"487","PBK-00078/I/WPJ.20/KP.0703/2022","20220104","20210713","61,309,524","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2021","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2021","","007","15EF203I20GT811O"
"488","PBK-00079/I/WPJ.20/KP.0703/2022","20220104","20190610","2,272,727","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","F33A751TIM1TV5N5"
"489","PBK-00080/I/WPJ.20/KP.0703/2022","20220104","20190409","8,522,727","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2019","","007","95E0447AAC2645QL"
"490","PBK-00081/I/WPJ.20/KP.0703/2022","20220104","20190509","62,977,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","37FF812OBFR5GJCL"
"491","PBK-00082/I/WPJ.20/KP.0703/2022","20220104","20200211","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2020","","007","690230T32441FT0N"
"492","PBK-00083/I/WPJ.20/KP.0703/2022","20220104","20200310","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2020","","007","8564D5B6K8SVVE4M"
"493","PBK-00084/I/WPJ.20/KP.0703/2022","20220104","20200409","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","3","2020","","007","AA38F80F6PVDDHC3"
"494","PBK-00085/I/WPJ.20/KP.0703/2022","20220104","20190610","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","5152F51P2K0E3EN5"
"495","PBK-00086/I/WPJ.20/KP.0703/2022","20220104","20190509","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","8D4CA12J8GE5B3CL"
"496","PBK-00087/I/WPJ.20/KP.0703/2022","20220104","20190509","7,954,545","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","9F2CA127RQV256CL"
"497","PBK-00088/I/WPJ.20/KP.0703/2022","20220104","20181109","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2018","","007","3854F82UQE2A4VGL"
"498","PBK-00089/I/WPJ.20/KP.0703/2022","20220104","20180910","1,915,606","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2018","","007","B44D125G7G7F8J55"
"499","PBK-00090/I/WPJ.20/KP.0703/2022","20220104","20181009","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2018","","007","0746A8JKMLNHLJUL"
"500","PBK-00091/I/WPJ.20/KP.0703/2022","20220104","20180910","568,182","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2018","","007","C2F87254KN5SF955"
"501","PBK-00092/I/WPJ.20/KP.0703/2022","20220104","20190509","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","4","2019","","007","C018612QIG8QR7CL"
"502","PBK-00093/I/WPJ.20/KP.0703/2022","20220104","20200610","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2020","","007","D29760T3E6SUGALN"
"503","PBK-00094/I/WPJ.20/KP.0703/2022","20220104","20200715","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2020","","007","9CF2C2LUGTKFL5MH"
"504","PBK-00095/I/WPJ.20/KP.0703/2022","20220104","20201015","14,795,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2020","","007","AE8D82LUQ09R22D5"
"505","PBK-00096/I/WPJ.20/KP.0703/2022","20220104","20200813","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2020","","007","6BD2274232FDI07C"
"506","PBK-00097/I/WPJ.20/KP.0703/2022","20220104","20190610","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","15F1152MGDJIVIN5"
"507","PBK-00098/I/WPJ.20/KP.0703/2022","20220104","20190610","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","5","2019","","007","DC9E551LVUQI5JN5"
"508","PBK-00099/I/WPJ.20/KP.0703/2022","20220104","20190308","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","2","2019","","007","E92BA6BMMR66AJG5"
"509","PBK-00100/I/WPJ.20/KP.0703/2022","20220104","20201223","54,631,182","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2020","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2020","","007","6B483742FA47M394"
"510","PBK-00001/I/WPJ.20/KP.0703/2022","20220103","20190709","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","22278266LPBMR4GL"
"511","PBK-00002/I/WPJ.20/KP.0703/2022","20220103","20190809","2,483,788","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","CF7404EKQESI90LD"
"512","PBK-00003/I/WPJ.20/KP.0703/2022","20220103","20190911","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","480754EKQOOFBH9E"
"513","PBK-00004/I/WPJ.20/KP.0703/2022","20220103","20191014","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","2AB5700L65RCQ4P0"
"514","PBK-00005/I/WPJ.20/KP.0703/2022","20220103","20191114","2,637,424","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","6D7814EOOB7HFHL8"
"515","PBK-00006/I/WPJ.20/KP.0703/2022","20220103","20190208","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","","007","CD1E00RQ3CHHUAU5"
"516","PBK-00007/I/WPJ.20/KP.0703/2022","20220103","20190208","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","","007","FB4F90ROKH3Q9HU5"
"517","PBK-00008/I/WPJ.20/KP.0703/2022","20220103","20190208","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","","007","6F5260S470RCB2U5"
"518","PBK-00009/I/WPJ.20/KP.0703/2022","20220103","20190208","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","1","2019","","007","6A8B50S13FNE5SU5"
"519","PBK-00010/I/WPJ.20/KP.0703/2022","20220103","20190911","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","3A50F00HBJSA0ML5"
"520","PBK-00011/I/WPJ.20/KP.0703/2022","20220103","20190911","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","7CBD867FQDT0PL3Q"
"521","PBK-00012/I/WPJ.20/KP.0703/2022","20220103","20190911","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","8","2019","","007","0793B00HBJSA2O7Q"
"522","PBK-00013/I/WPJ.20/KP.0703/2022","20220103","20191014","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","7F2164EOLAMC3P19"
"523","PBK-00014/I/WPJ.20/KP.0703/2022","20220103","20191014","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","92F4B7414QDH9JRV"
"524","PBK-00015/I/WPJ.20/KP.0703/2022","20220103","20191014","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","57D2F1PG5QV6PIDD"
"525","PBK-00016/I/WPJ.20/KP.0703/2022","20220103","20191014","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","36A381PG5QV6NKT7"
"526","PBK-00017/I/WPJ.20/KP.0703/2022","20220103","20191014","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","488C95B6558O9NFS"
"527","PBK-00018/I/WPJ.20/KP.0703/2022","20220103","20191113","67,613,636","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","10","2019","","007","9D8B85B685SJIAUC"
"528","PBK-00019/I/WPJ.20/KP.0703/2022","20220103","20190809","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","7","2019","","007","C47892LPQPO0AD87"
"529","PBK-00020/I/WPJ.20/KP.0703/2022","20220103","20190710","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","A94442L86Q39LN95"
"530","PBK-00021/I/WPJ.20/KP.0703/2022","20220103","20190710","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","7AFEC2L30K81AK95"
"531","PBK-00022/I/WPJ.20/KP.0703/2022","20220103","20190710","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","22D012KUDBO99A95"
"532","PBK-00023/I/WPJ.20/KP.0703/2022","20220103","20181210","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","A88175KRAMNT93R5"
"533","PBK-00024/I/WPJ.20/KP.0703/2022","20220103","20181210","85,227","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","007","801494204","006","000","ASTRA MODERN LAND","411128","402","11","2018","","007","675DC5KUEQFSTRR5"
"534","PBK-00025/I/WPJ.20/KP.0703/2022","20220103","20211229","445,008,663","IDR","MASA","SETUJU","032152548","009","000","ARYA MEIKA TRANS","411211","100","10","2021","007","032152548","009","000","ARYA MEIKA TRANS","411211","100","11","2021","","007","4895F0T52839N0HV"
"535","PBK-00026/I/WPJ.20/KP.0703/2022","20220103","20190710","227,273","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","6","2019","","007","419572KO81CHDK95"
"536","PBK-00027/I/WPJ.20/KP.0703/2022","20220103","20191014","681,818","IDR","MASA","SETUJU","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","007","801494204","006","000","ASTRA MODERN LAND","411128","402","9","2019","","007","16E413IB5G438GKN"
